Order,SKU,Member,Delivery Date
7788834,15669878,SWOOZRS,18/11/12
8074820,15668462,SWCRWEH,04/04/14
8246335,15669833,SSWOWLE,23/01/14
8132311,15669859,SSRLWLN,28/02/14
8082912,15669883,SWLOZWE,05/04/14
8064972,15669777,SSORZCC,28/03/14
7457237,15668468,SWOLONZ,27/08/13
8296564,15669778,SWNRCHO,11/12/13
7730836,92388167,SWNNOWW,18/02/13
8112726,15669760,SWREHOR,20/03/14
8193965,15669763,SWLWNLC,30/01/14
8237822,15669837,SSNZCOL,19/01/14
8094384,15669782,SSSEWCH,11/03/14
7403298,7574242,SWLSLCC,10/10/13
8099163,15669868,SSRCCNE,14/03/14
8139620,15668460,SWCHOEW,03/03/14
8135835,15669881,SSZEWOW,02/03/14
8065270,15669884,SSRNLNN,28/03/14
8215172,15668462,SWNLHOO,08/02/14
7460826,15669830,SSWLWNZ,28/08/13
7583327,15669863,SWOCOEN,31/05/13
8277630,15668381,SWNHZNC,05/01/14
8069966,21408952,SSCEHNS,30/03/14
8120702,34989499,SSZNWLH,24/03/14
7459927,21408952,SWOLOWW,28/08/13
7727449,15670260,SWOZZZE,15/02/13
7584632,15669812,SWLNECZ,03/06/13
7757462,15670157,SWRLWHS,04/01/13
8170027,15668460,SWERWCW,16/02/14
8287030,15669832,SWOHOZL,10/01/14
7607068,15669817,SWOSCER,29/04/13
7764086,15669777,SWLEWSE,13/01/13
8285456,15670009,SWLOLLS,10/01/14
7517068,15668688,SSWWENC,14/07/13
8063911,15668520,SWLLRNC,27/03/14
7862618,15669866,SWNNNES,02/07/12
8118745,15669859,SSZLLON,23/03/14
8247472,7569802,SSRRCCE,24/01/14
8067980,15669861,SSOSOCH,29/03/14
7635812,15670241,SWCWSZR,27/03/13
8285456,34986125,SWLOLLS,10/01/14
8136539,15668465,SWLLHHC,02/03/14
8250969,7753734,SWRHWEH,26/01/14
8192768,34986123,SSNWCSH,29/01/14
8254821,15668466,SWNHEEW,28/01/14
8158290,15669881,SSWNZEC,11/03/14
7341985,15669869,SWCCWNZ,13/10/13
7558409,15669885,SWLRNLH,29/06/13
7768104,7599091,SWLWNZW,08/10/12
7714867,15669878,SWLRERH,01/02/13
7850334,15668375,SWLLZEO,15/05/12
8236542,15669817,SSZEWNH,18/01/14
7583327,15668460,SWOCOEN,31/05/13
8094384,15668381,SSSEWCH,11/03/14
7605272,7569802,SWOZLCN,29/04/13
8088678,21408942,SWCLLSO,06/04/14
8094384,15669771,SSSEWCH,11/03/14
8383377,7642810,SWNZWRC,17/11/13
8271902,7572298,SWRCNLO,04/01/14
8089133,15668473,SWONORL,06/04/14
7417942,15669764,SSWZEOR,11/09/13
8070710,21409124,SSCLCSW,30/03/14
8150875,15669767,SWOSOHE,08/03/14
8283042,15668478,SWRHLLZ,08/01/14
8304435,15669869,SWOZELS,15/12/13
8127819,15669859,SWECRER,27/02/14
8089109,93176430,SSLNHHC,06/04/14
8384422,15669861,SSWNRHC,18/11/13
7700376,15668480,SWEEOEO,26/03/13
7403298,15669875,SWLSLCC,10/10/13
8132311,15669861,SSRLWLN,28/02/14
7403661,15669822,SWLNRSC,11/10/13
8130134,15669775,SWONECO,27/02/14
8064972,15669815,SSORZCC,28/03/14
8139620,15668463,SWCHOEW,03/03/14
7410387,15668685,SWOWNNR,06/09/13
7473154,15669884,SWCRZCH,27/07/13
8065270,15669861,SSRNLNN,28/03/14
8285456,7578347,SWLOLLS,10/01/14
7443402,7630967,SWOSSZE,17/08/13
7745973,15670255,SWNRHHO,19/12/12
8114869,15668468,SSRZESC,21/03/14
8322799,7586364,SWOCNCN,25/12/13
8067510,15669878,SSZNRER,29/03/14
8112695,15670251,SWLNCNW,20/03/14
8338252,15669875,SSZSNZN,29/11/13
8201626,15669804,SSNHNOE,03/02/14
8138811,15668460,SWELRWN,03/03/14
8116158,34986128,SSCSLSN,21/03/14
7618192,15668494,SWLLREW,08/05/13
8083081,15669819,SSNCWZO,04/04/14
7369866,15670269,SSWSLLZ,30/10/13
8127819,7593949,SWECRER,27/02/14
8100379,15668468,SSRRHLE,14/03/14
8120360,15669764,SSHEECO,24/03/14
8213861,15669856,SSZCRCO,07/02/14
8339302,15668468,SSZCOCE,30/11/13
8227029,15668520,SSZNOHH,13/01/14
8087274,15669860,SSNNLRW,05/04/14
8065871,15668379,SSWCOLR,29/03/14
8141867,15669778,SSSLOHO,04/03/14
8088678,15668416,SWCLLSO,06/04/14
8378408,15669875,SSWLNRZ,15/11/13
8097385,34986400,SSENHNN,13/03/14
7389900,15668460,SSZEESN,02/10/13
8135835,15669783,SSZEWOW,02/03/14
8348918,15670009,SSSSONE,04/12/13
7788834,15668457,SWOOZRS,18/11/12
8385399,15669887,SSZHOER,18/11/13
7486173,15669774,SSZLZRN,03/08/13
8071210,15669760,SWNORRH,31/03/14
7517068,15668470,SSWWENC,14/07/13
8154900,15668685,SSZSWHS,09/03/14
7626754,15670252,SWNZLOO,15/05/13
8087471,15668458,SSCRESN,06/04/14
8146703,15669880,SSOHWLN,06/03/14
8137302,15669878,SSRRZSO,02/03/14
8065270,15669790,SSRNLNN,28/03/14
7779672,15669864,SWLNLSH,01/11/12
8070166,15669856,SSZWOZH,30/03/14
7637305,7621702,SWLONHO,30/03/13
8082175,15668379,SSSEWLS,04/04/14
8348918,15669884,SSSSONE,04/12/13
8084306,15668449,SWOCZER,04/04/14
8083081,15670157,SSNCWZO,04/04/14
8108636,15668467,SWHZZEO,18/03/14
8284427,15669814,SSZLWOS,09/01/14
8384422,15669819,SSWNRHC,18/11/13
8173709,21410793,SSCRHLH,19/02/14
7757462,15668463,SWRLWHS,04/01/13
8165327,15668478,SSCNHZN,15/02/14
7753069,7574243,SWLEOSS,31/12/12
8105118,15668468,SWHCZNL,17/03/14
8141158,15668378,SWOCCOL,04/03/14
7515099,15670168,SWHLSNW,12/07/13
7682148,7579697,SWEEWEL,09/03/13
7347668,15669777,SSZZLEO,17/10/13
8315583,15668453,SSZRRWR,21/12/13
8083700,15669790,SWNSCOW,05/04/14
8201626,15669857,SSNHNOE,03/02/14
7551396,15669860,SWNNNER,24/06/13
8139913,15669863,SWHOZCE,04/03/14
8380659,15668688,SWENOEW,16/11/13
8087495,34989441,SSCZRCZ,05/04/14
8075791,7642814,SWEHZZZ,02/04/14
8083255,15668460,SSHHZRO,06/04/14
7656814,15668689,SWNSONN,16/04/13
7819500,15668378,SWLLLCW,07/09/12
7757462,15670251,SWRLWHS,04/01/13
8104047,15669835,SWOZECO,16/03/14
8096457,7543241,SWEOOLR,12/03/14
8177589,15668462,SSOSHZS,20/02/14
7775378,7625765,SWOCEEH,23/10/12
8226887,15668378,SSLZROW,13/01/14
8070710,15668381,SSCLCSW,30/03/14
7559542,15669856,SWHEWCO,29/06/13
8105118,15669881,SWHCZNL,17/03/14
7604413,15669778,SWNOLEE,28/04/13
8275225,15669857,SWHECOO,05/01/14
7635812,15670192,SWCWSZR,27/03/13
8136707,15669777,SWOHNSL,02/03/14
8195996,15669821,SWCOWRR,31/01/14
8254821,15669869,SWNHEEW,28/01/14
8156893,15668468,SSZZLOE,10/03/14
8120853,15668520,SSLSNCH,23/03/14
8356240,15668688,SWHNLCN,02/11/13
8064972,15669823,SSORZCC,28/03/14
8213907,15669872,SSNZRZN,08/02/14
7462903,15669977,SSSESRC,30/08/13
7525683,7587490,SWOCNOH,19/07/13
8107580,15669872,SSZNNNN,17/03/14
8189678,15669859,SWHRCNL,25/02/14
8099849,15669810,SSCEWZO,14/03/14
8106238,15669871,SSWOOZW,17/03/14
8065445,15668467,SSHCESW,28/03/14
8355249,15670168,SSNENRR,08/12/13
7635812,15670196,SWCWSZR,27/03/13
8192688,15669863,SSZLWLC,01/02/14
8268678,15669864,SSWNEHR,01/01/14
7369894,15670241,SWLRWZO,30/10/13
7654205,15669781,SWRHNWW,13/04/13
7381183,15668467,SWOZCRC,28/09/13
7826605,15669869,SWNRWOH,24/09/12
7369894,34987220,SWLRWZO,30/10/13
8109601,15669821,SSEWSWC,18/03/14
8314193,7729965,SSWECLS,21/12/13
8273657,7579697,SWNRZEW,03/01/14
8149245,29247044,SSWELWZ,07/03/14
7765027,15670144,SWLEZRR,13/01/13
7808939,15668460,SWNHESZ,07/08/12
8109885,15669860,SWCHLSS,18/03/14
8065445,15668449,SSHCESW,28/03/14
7714867,15669780,SWLRERH,01/02/13
7552991,15670245,SWOLZSC,24/06/13
8089133,15669783,SWONORL,06/04/14
8380659,15669764,SWENOEW,16/11/13
7618134,15668449,SWLWNWH,08/05/13
8170027,15668466,SWERWCW,16/02/14
7526450,15670252,SWNLZNW,20/07/13
7862826,7633490,SWLOELR,29/06/12
7734225,15669857,SWNSWNZ,02/12/12
7399616,15670157,SSLWESH,08/10/13
8243363,15669780,SSZLNCH,22/01/14
7783825,15668689,SWNSRNC,08/11/12
8158818,34987566,SWRLSWR,11/03/14
8063588,15669878,SWENCHZ,27/03/14
7764985,15669883,SWOHWWN,12/01/13
7798184,7570665,SWOSLLW,02/12/12
7552991,7753732,SWOLZSC,24/06/13
8166326,15668478,SSLRHNL,15/02/14
8120702,15669864,SSZNWLH,24/03/14
7403298,15668375,SWLSLCC,10/10/13
8337624,15668467,SWREHHO,29/11/13
8268678,7624790,SSWNEHR,01/01/14
8277630,7572432,SWNHZNC,05/01/14
8247161,15669857,SWONLWN,23/01/14
8141158,15669864,SWOCCOL,04/03/14
8065502,15669772,SWHOORR,29/03/14
7459927,15668377,SWOLOWW,28/08/13
8096811,15668473,SSLZLCS,13/03/14
7607068,15669965,SWOSCER,29/04/13
8061163,15669815,SWOEOHC,27/03/14
8352895,15669988,SSRSRSO,06/12/13
8131359,15668463,SWHRCEO,28/02/14
8105118,34987568,SWHCZNL,17/03/14
8133840,7547271,SWCZCSZ,01/03/14
7672439,7628087,SWLLNRL,26/02/13
8296564,15669995,SWNRCHO,11/12/13
8195898,15670207,SSCLLWS,31/01/14
8289460,15669771,SSWHNCO,12/01/14
7765027,15668495,SWLEZRR,13/01/13
8206519,15668468,SWORZLW,05/02/14
8152370,15668379,SSONRWS,09/03/14
8108248,15668377,SSSELZZ,18/03/14
8176873,7586312,SWHHREO,21/02/14
7663653,15669857,SWNEOSH,22/04/13
8232216,15669767,SSSLEZO,16/01/14
8100379,7599091,SSRRHLE,14/03/14
8180759,15668473,SSWWLCZ,22/02/14
8247472,15668381,SSRRCCE,24/01/14
8156983,15669821,SWONCSR,10/03/14
7656814,15668465,SWNSONN,16/04/13
8355842,15669818,SWOEOCZ,01/11/13
7441794,15670157,SSSZOON,17/08/13
7368676,7601938,SWHCZWL,29/10/13
8356860,15669817,SWOSECL,01/11/13
8079315,15669856,SSSHNNH,02/04/14
8163444,15669868,SSRCHSH,14/02/14
8345860,34986135,SSLLRLL,03/12/13
7618684,15669885,SWOCCHL,10/05/13
7345164,34986328,SWCENNH,16/10/13
8214422,15668477,SWHCOOW,07/02/14
7559542,15669764,SWHEWCO,29/06/13
8273082,15668381,SSLOLSS,04/01/14
8191841,7637309,SWLWCHH,26/02/14
8074318,15669864,SSHCNOH,02/04/14
8206519,15668685,SWORZLW,05/02/14
8226188,15669837,SWRCEHH,13/01/14
8279743,15668520,SWCCLHS,07/01/14
7517755,15670252,SSZEWNZ,14/07/13
7686461,15669880,SWLOHSN,13/03/13
8101018,15670250,SSLREZW,15/03/14
8179797,15668469,SWCECSR,21/02/14
8079264,15669863,SWNEHSL,02/04/14
8099163,21409002,SSRCCNE,14/03/14
8078249,15669861,SWNHHOE,02/04/14
8074475,15669869,SWNRLOS,01/04/14
8131353,15669856,SWEZZLR,28/02/14
8132311,15669885,SSRLWLN,28/02/14
8106023,15668688,SSLOEEO,17/03/14
7775378,15669790,SWOCEEH,23/10/12
7608368,15669869,SWRCSSC,04/05/13
7791568,15668459,SWNEZSE,20/11/12
8271902,92286348,SWRCNLO,04/01/14
7617765,34986112,SWRCWSC,09/05/13
8086954,7630967,SSOEZWZ,06/04/14
7764234,15669767,SWLOOSN,13/01/13
8133840,21409002,SWCZCSZ,01/03/14
8070710,15668460,SSCLCSW,30/03/14
8193965,15669760,SWLWNLC,30/01/14
8346285,15669817,SWHENWW,03/12/13
7377566,15669869,SWRHCCH,26/09/13
8179797,15668453,SWCECSR,21/02/14
7602429,15669760,SWELNZO,27/04/13
8088038,7574197,SWLNZNC,06/04/14
8151550,15669827,SWECZOC,09/03/14
8330753,15668416,SWLLWOS,25/11/13
7397712,29247044,SSSZHZE,07/10/13
7717595,15669880,SWLZNHZ,03/02/13
8191090,15669764,SSWNLNH,26/02/14
8288966,15668467,SSSRWWN,11/01/14
8245697,15668379,SSWCEEO,23/01/14
8083432,15669866,SSLLLZC,04/04/14
8156983,15669773,SWONCSR,10/03/14
8181093,15668460,SSRHSRW,22/02/14
8362837,15669780,SWLSCOZ,06/11/13
8181093,15668458,SSRHSRW,22/02/14
7559166,15668469,SWOOOLL,29/06/13
8337624,15669996,SWREHHO,29/11/13
7642371,15668470,SWOOLNC,03/04/13
8205042,15669878,SSSNESR,04/02/14
8236542,15670250,SSZEWNH,18/01/14
8148898,15669765,SWOREWH,07/03/14
7675127,15670159,SWCLOCL,03/03/13
8271902,15668381,SWRCNLO,04/01/14
7552991,15668460,SWOLZSC,24/06/13
8339302,15668473,SSZCOCE,30/11/13
7690884,7586357,SWOSSRS,17/03/13
8079264,15669887,SWNEHSL,02/04/14
8273464,15669767,SWECCLC,04/01/14
8063911,7729965,SWLLRNC,27/03/14
8064480,93025752,SSRCENS,28/03/14
8275185,7650488,SWCWSRR,05/01/14
8078249,7637309,SWNHHOE,02/04/14
8065871,15668685,SSWCOLR,29/03/14
8345860,7578341,SSLLRLL,03/12/13
7377566,15669778,SWRHCCH,26/09/13
8144965,15669760,SSCHNCE,06/03/14
7734225,15669815,SWNSWNZ,02/12/12
7738863,15670251,SWOHOER,11/12/12
8355025,15669761,SWOCHZL,08/12/13
7399616,15670259,SSLWESH,08/10/13
8165327,15668468,SSCNHZN,15/02/14
7672439,15670248,SWLLNRL,26/02/13
8284427,15670269,SSZLWOS,09/01/14
8269205,15668520,SSNOOZL,02/01/14
8089518,21409002,SSWOSRE,06/04/14
8157592,15669856,SSZRWON,11/03/14
8170027,15669780,SWERWCW,16/02/14
7603462,15669817,SWLERHS,28/04/13
8209866,15668378,SSOELRH,06/02/14
8256944,15669856,SSSZCHS,29/01/14
8136539,15669878,SWLLHHC,02/03/14
8120853,7627860,SSLSNCH,23/03/14
8120159,15668453,SWLZRZH,23/03/14
8288927,15668688,SSWHOZZ,11/01/14
8218184,15668467,SWHLRZO,10/02/14
8112726,15669860,SWREHOR,20/03/14
8075370,34986123,SWEWWZL,02/04/14
7389900,15668521,SSZEESN,02/10/13
8173709,15669863,SSCRHLH,19/02/14
7489019,34986042,SWESSEO,06/08/13
8339302,15668688,SSZCOCE,30/11/13
8106887,15668467,SSSOOZC,17/03/14
7450162,15668470,SWOZZCZ,22/08/13
8069362,15669864,SSRENSZ,30/03/14
8089109,15669863,SSLNHHC,06/04/14
8353991,34987568,SSNCRLW,07/12/13
8085270,15668451,SSLEZWR,05/04/14
8284234,93009339,SWEOOOO,09/01/14
8246335,21408947,SSWOWLE,23/01/14
7785531,15668383,SWOCLHE,11/11/12
8074454,15669988,SWOWSZW,01/04/14
7585530,15668457,SWOSCLE,02/06/13
8331278,15668521,SWCEZWH,26/11/13
8179797,15668460,SWCECSR,21/02/14
8150875,15669777,SWOSOHE,08/03/14
8079264,93174226,SWNEHSL,02/04/14
8284234,15669792,SWEOOOO,09/01/14
8069625,15669760,SSOHZHS,01/04/14
8228587,15668379,SSNCZRL,13/01/14
8336683,15668465,SWNCNOL,29/11/13
8081573,7580183,SWORNSW,04/04/14
8214422,7572432,SWHCOOW,07/02/14
8071092,15668468,SSLNESH,30/03/14
8204496,15669863,SSZHOEE,04/02/14
8355842,15669791,SWOEOCZ,01/11/13
8210933,15669772,SSWCZOC,06/02/14
8212584,15669859,SWEHLLO,08/02/14
8170383,15669863,SSRRSOZ,17/02/14
8157592,15669872,SSZRWON,11/03/14
8356240,15668463,SWHNLCN,02/11/13
7384012,15669760,SWHRSRR,29/09/13
8195996,7572299,SWCOWRR,31/01/14
7710637,15670157,SWCSHZW,26/01/13
8087495,15669856,SSCZRCZ,05/04/14
8122344,15668462,SSLWHRH,24/03/14
8153361,15669778,SWHEEOS,09/03/14
7654205,7580802,SWRHNWW,13/04/13
8192504,93141022,SWESLWC,29/01/14
7764985,15669861,SWOHWWN,12/01/13
8198030,34986112,SSSCCOE,01/02/14
7498596,92388173,SWERCNR,11/08/13
7808939,15669772,SWNHESZ,07/08/12
8163444,15669885,SSRCHSH,14/02/14
7533198,7610714,SSSZWHO,23/07/13
7745973,15668474,SWNRHHO,19/12/12
8216673,15669790,SSRWWCE,09/02/14
7517755,7637309,SSZEWNZ,14/07/13
8162986,7611899,SSSWSNS,13/02/14
7830638,15668383,SWLSZWZ,02/10/12
8314193,15669965,SSWECLS,21/12/13
7592127,15668478,SWEENCL,08/06/13
8335367,15668416,SSNNWWW,28/11/13
8142419,15669958,SSNRHCO,04/03/14
8084238,15668381,SSZZWOR,05/04/14
8085797,15669772,SWRCLON,07/04/14
8157592,7718555,SSZRWON,11/03/14
8070166,15669760,SSZWOZH,30/03/14
8084238,15668449,SSZZWOR,05/04/14
8148898,15669876,SWOREWH,07/03/14
8120435,15669823,SWHRZSW,23/03/14
7431803,15668378,SSSNORC,19/09/13
8134370,15669856,SWOSCLN,03/03/14
8070481,15669797,SSSWCLL,30/03/14
8108141,93176431,SSRCEWZ,19/03/14
7764318,15670260,SWNCZWO,12/01/13
7486730,21409002,SSSHLHL,04/08/13
7496586,93141092,SWOEWRH,10/08/13
8183211,7572432,SSCNLEC,23/02/14
8195996,7572310,SWCOWRR,31/01/14
7703098,15670157,SWRENHO,16/01/13
8114869,7594818,SSRZESC,21/03/14
7717595,15670270,SWLZNHZ,03/02/13
8336250,15669780,SSOCCZS,28/11/13
8338252,15669824,SSZSNZN,29/11/13
8065395,15669776,SSZHLRN,28/03/14
7402891,15668473,SWOLLEN,10/10/13
8109052,15669878,SWCLWHL,18/03/14
7516989,7594818,SWRHHWL,13/07/13
7830364,15669856,SWNECLZ,05/10/12
8134370,15668379,SWOSCLN,03/03/14
8065270,21409002,SSRNLNN,28/03/14
7533198,7572432,SSSZWHO,23/07/13
8179947,15668465,SWOCELW,21/02/14
8082957,15669770,SWNCOOR,04/04/14
7813835,15669965,SWNLOLC,23/08/12
8120159,92387970,SWLZRZH,23/03/14
7708176,15668457,SWRNCEH,22/01/13
8081317,15669772,SWLZSNO,03/04/14
7830638,15669857,SWLSZWZ,02/10/12
8213861,15669775,SSZCRCO,07/02/14
8179797,15668456,SWCECSR,21/02/14
7368676,15669786,SWHCZWL,29/10/13
8156983,7587677,SWONCSR,10/03/14
8104047,21409002,SWOZECO,16/03/14
8344961,15669885,SSRZOES,03/12/13
8213907,15669777,SSNZRZN,08/02/14
7850334,15668379,SWLLZEO,15/05/12
8067980,15669776,SSOSOCH,29/03/14
7410387,15668474,SWOWNNR,06/09/13
7618684,15669878,SWOCCHL,10/05/13
8073939,7735707,SSOSOEC,31/03/14
8287030,15669881,SWOHOZL,10/01/14
7481636,7586312,SWCRRLL,01/08/13
8204496,15669803,SSZHOEE,04/02/14
8122275,34989501,SSSCOCW,24/03/14
8089133,15668471,SWONORL,06/04/14
8096305,21408952,SSNEHZR,12/03/14
7559166,15668465,SWOOOLL,29/06/13
8153361,21409004,SWHEEOS,09/03/14
8308098,7575499,SWCECRN,17/12/13
8070710,15669771,SSCLCSW,30/03/14
8194178,15669910,SWOOLLE,30/01/14
7486173,7585571,SSZLZRN,03/08/13
7412276,15668469,SWCOSLL,07/09/13
8254821,15669766,SWNHEEW,28/01/14
7653432,15669799,SWNWCOL,13/04/13
8213861,15669861,SSZCRCO,07/02/14
8061163,34990045,SWOEOHC,27/03/14
8101807,15669782,SSWERSN,15/03/14
8179947,15669856,SWOCELW,21/02/14
8279511,7570487,SWNHHRL,06/01/14
8353022,93141092,SSZWROC,06/12/13
7399616,15668449,SSLWESH,08/10/13
7497186,15669786,SWORWZH,10/08/13
8343369,15669760,SSZLHHE,01/12/13
7788834,7630967,SWOOZRS,18/11/12
8289409,7689353,SSZLLCR,11/01/14
8106238,34989441,SSWOOZW,17/03/14
8096305,15669814,SSNEHZR,12/03/14
8080311,7572432,SSZCWCC,03/04/14
8106290,15669769,SWLCEZW,17/03/14
7724198,15670251,SSZZZOE,12/02/13
7817216,15669994,SWNHNRN,03/09/12
8136393,15669884,SSWWNCH,02/03/14
8205178,7580802,SSWEZCZ,04/02/14
8268096,15669974,SWCWNCO,01/01/14
8273464,93156751,SWECCLC,04/01/14
8190023,7579697,SSRHCRS,26/02/14
8075344,15668379,SWOSZOL,01/04/14
7764234,15670246,SWLOOSN,13/01/13
8289460,34986113,SSWHNCO,12/01/14
8274447,15668688,SWNNSSH,04/01/14
8123840,92388008,SSSZWOR,25/03/14
7748353,15668685,SWNROCL,22/12/12
7817216,15668465,SWNHNRN,03/09/12
8172842,15669837,SWLERES,18/02/14
7345164,15668451,SWCENNH,16/10/13
8218184,15668462,SWHLRZO,10/02/14
8256932,15669874,SWORCOW,29/01/14
7443402,7569806,SWOSSZE,17/08/13
8256944,15669857,SSSZCHS,29/01/14
8341901,15669762,SSRENRS,01/12/13
8280275,15670270,SSNOEEZ,07/01/14
8355025,15669816,SWOCHZL,08/12/13
8258691,15669783,SSZNWWS,27/12/13
7760313,7548511,SWNHHOR,08/01/13
8202458,15669818,SSRCRSO,03/02/14
7527581,15668462,SWCCOLE,20/07/13
7812284,15669866,SWLLESL,21/08/12
8354716,15670251,SWEEZHL,08/12/13
8342609,15668465,SWLCOHC,01/12/13
8173709,7729965,SSCRHLH,19/02/14
8151550,15669965,SWECZOC,09/03/14
7853559,15668457,SWLHSRS,29/05/12
8288803,15668458,SSOEHNL,11/01/14
8152823,15669878,SWEONLR,09/03/14
8065871,15668453,SSWCOLR,29/03/14
8192783,34986130,SSNZEHL,29/01/14
8145266,15669821,SWNRHWZ,06/03/14
8074820,7594821,SWCRWEH,04/04/14
8096786,15668377,SSLLLRR,13/03/14
7496586,7585571,SWOEWRH,10/08/13
8143536,15669777,SSSZEOW,04/03/14
8150141,34986112,SWHHSNW,08/03/14
8287030,15669827,SWOHOZL,10/01/14
8176127,15668378,SWNLWHR,19/02/14
7801245,15670004,SWLOCLW,16/07/12
8287522,7753738,SSWZSSN,11/01/14
7783137,15669799,SWOERZO,05/11/12
8066070,93073679,SSCZESH,30/03/14
7708176,15668381,SWRNCEH,22/01/13
7347668,15669884,SSZZLEO,17/10/13
8268096,34992815,SWCWNCO,01/01/14
8159930,7572302,SWLRHOW,12/02/14
8195898,15670157,SSCLLWS,31/01/14
8136393,93141023,SSWWNCH,02/03/14
7486173,15669981,SSZLZRN,03/08/13
7397516,15669883,SWLEOEC,07/10/13
7486730,7624786,SSSHLHL,04/08/13
7377566,15669988,SWRHCCH,26/09/13
8120360,15668462,SSHEECO,24/03/14
8209866,15668468,SSOELRH,06/02/14
8190023,15669770,SSRHCRS,26/02/14
8232216,15669825,SSSLEZO,16/01/14
8344961,15668478,SSRZOES,03/12/13
8112695,7587687,SWLNCNW,20/03/14
8204185,15669780,SSRZHCC,04/02/14
8070264,15669881,SSRWCWC,30/03/14
7730836,93073679,SWNNOWW,18/02/13
8287522,15670157,SSWZSSN,11/01/14
7785531,15668449,SWOCLHE,11/11/12
7421133,34987224,SWEHORE,13/09/13
8353991,34986130,SSNCRLW,07/12/13
8343369,7593949,SSZLHHE,01/12/13
8063588,34990778,SWENCHZ,27/03/14
7660824,15668689,SWORLSW,20/04/13
8148898,7580823,SWOREWH,07/03/14
7531263,15669864,SWEEZCC,22/07/13
8201012,15669961,SSLLWWZ,02/02/14
8113176,15668478,SSWSCEN,21/03/14
7435518,15669767,SSLSZZE,22/09/13
8274447,15669869,SWNNSSH,04/01/14
7559542,15668688,SWHEWCO,29/06/13
7694372,7652969,SWLHHWS,21/03/13
8080319,15669857,SSNSECH,03/04/14
7382539,34986135,SWOZSEO,29/09/13
8320908,15668465,SWHRZHH,24/12/13
8094384,15668478,SSSEWCH,11/03/14
7653432,15668688,SWNWCOL,13/04/13
7703098,15668689,SWRENHO,16/01/13
7806900,15668687,SWLWCSW,31/07/12
8145266,15669856,SWNRHWZ,06/03/14
8141867,7569806,SSSLOHO,04/03/14
7457237,15668462,SWOLONZ,27/08/13
8321717,15669887,SWLOREE,25/12/13
8348918,15670251,SSSSONE,04/12/13
7760313,15669880,SWNHHOR,08/01/13
8069625,15669875,SSOHZHS,01/04/14
8209695,15669777,SWOESOR,06/02/14
8256966,7586312,SSNNSRR,29/01/14
7551502,7718555,SWLNLLZ,24/06/13
8150875,15668453,SWOSOHE,08/03/14
7705323,15669863,SWNOCER,19/01/13
8101071,15669880,SSEHLRW,15/03/14
8075506,15670270,SSRZHHN,01/04/14
8385399,7572251,SSZHOER,18/11/13
8157592,15669827,SSZRWON,11/03/14
8094384,15668379,SSSEWCH,11/03/14
7496586,93141023,SWOEWRH,10/08/13
7729749,15668457,SWEECSW,17/02/13
7757206,15668451,SWOCOOS,05/01/13
8151550,15669971,SWECZOC,09/03/14
8282484,15669873,SSSCNCC,09/01/14
7481117,7572254,SSZLHES,01/08/13
8214422,15668449,SWHCOOW,07/02/14
7821280,15669861,SWLLZCE,09/09/12
7675127,15670252,SWCLOCL,03/03/13
8106023,15669881,SSLOEEO,17/03/14
8069966,15669863,SSCEHNS,30/03/14
8131815,15668467,SSSWORL,01/03/14
7764234,15668449,SWLOOSN,13/01/13
7517068,15668478,SSWWENC,14/07/13
8076206,15669832,SWOEZES,01/04/14
8082957,7574197,SWNCOOR,04/04/14
8304435,7578355,SWOZELS,15/12/13
8279511,34986123,SWNHHRL,06/01/14
8315583,15669873,SSZRRWR,21/12/13
7599737,15668541,SWCOLWE,11/06/13
8352430,15668478,SWCEWOZ,06/12/13
8284427,15669763,SSZLWOS,09/01/14
8101260,7570497,SSNORLN,15/03/14
7821280,15669783,SWLLZCE,09/09/12
8082175,34987567,SSSEWLS,04/04/14
8138170,15669772,SWEWHLO,04/03/14
8198030,15669782,SSSCCOE,01/02/14
8148898,7587493,SWOREWH,07/03/14
7825117,7569801,SWLHCLH,17/09/12
8083432,15669821,SSLLLZC,04/04/14
8090614,15669873,SWOERWC,07/04/14
8263472,15669818,SSLSWRE,30/12/13
8080311,15669874,SSZCWCC,03/04/14
8087997,15668473,SWCOLON,06/04/14
7402891,15668462,SWOLLEN,10/10/13
8263472,15668381,SSLSWRE,30/12/13
7708176,15669856,SWRNCEH,22/01/13
8081573,15668458,SWORNSW,04/04/14
8282484,15669815,SSSCNCC,09/01/14
7480357,7650488,SWLNWOC,02/08/13
8269205,7572252,SSNOOZL,02/01/14
8331278,15669863,SWCEZWH,26/11/13
8230221,34987567,SSNLCOZ,15/01/14
8070481,34986449,SSSWCLL,30/03/14
7675127,15670157,SWCLOCL,03/03/13
8355842,15669875,SWOEOCZ,01/11/13
8354716,15670250,SWEEZHL,08/12/13
8084987,15669998,SSNOWOC,05/04/14
8096811,15668381,SSLZLCS,13/03/14
8085297,15669865,SSCSLWN,05/04/14
8320908,15668521,SWHRZHH,24/12/13
8070710,15668379,SSCLCSW,30/03/14
8203156,15669776,SSWNOEH,03/02/14
7443402,15669776,SWOSSZE,17/08/13
7487417,15669872,SWNWHRL,04/08/13
8073939,7572300,SSOSOEC,31/03/14
8120485,15669824,SWHSWOW,24/03/14
7366964,15669878,SWELEWW,29/10/13
8078249,21408947,SWNHHOE,02/04/14
7587534,15668416,SWNERHS,03/06/13
